Participant ID,Physical Activity,Fruits/Veg Servings,Sleep Quality,Stress Level,Overall Health,Diet Type,Exercise Type Preferred,Work Environment,Living Area
3373,3.38,2.33,2,8,1,Vegan,Sports,Fieldwork,Rural
3374,6.96,7.72,8,5,5,Flexitarian,None,Remote,Urban
3375,8.33,1.08,4,2,10,Meat-Eater,Sports,Student,Rural
3376,8,2.52,4,1,7,Flexitarian,Sports,Fieldwork,Urban
3377,7.85,6.23,10,3,8,Meat-Eater,Sports,Remote,Rural
3378,2.69,7.43,8,7,4,Flexitarian,None,Student,Rural
3379,1.8,9.25,9,9,2,Vegan,None,Mixed,Suburban
3380,7.29,7.35,5,2,7,Flexitarian,Cardio,Remote,Rural
3381,4.32,7.05,8,8,2,Vegetarian,None,Remote,Urban
3382,4.89,4.55,5,10,4,Pescatarian,None,Mixed,Urban
3383,1.28,1.01,5,9,2,Pescatarian,None,Mixed,Rural
3384,3.34,2.08,5,9,3,Flexitarian,Yoga/Pilates,Mixed,Suburban
3385,1.3,5.81,7,9,5,Pescatarian,None,Fieldwork,Suburban
3386,8.91,7.08,7,1,8,Vegan,Strength Training,Remote,Rural
3387,3.19,4.76,5,8,5,Vegetarian,None,Mixed,Rural
3388,6.02,7.58,10,4,10,Vegan,None,Student,Urban
3389,1.35,5.7,8,7,2,Flexitarian,None,Student,Rural
3390,7,1.67,1,5,2,Vegan,Strength Training,Fieldwork,Rural
3391,3.91,2.73,2,8,4,Flexitarian,Strength Training,Fieldwork,Urban
3392,9.08,8.56,7,2,6,Pescatarian,Cardio,Student,Suburban
3393,8.99,7.52,8,1,8,Pescatarian,Sports,Student,Rural
3394,3.93,9.05,8,9,4,Vegetarian,Strength Training,Office,Suburban
3395,9.11,2.06,2,2,9,Vegan,Cardio,Mixed,Urban
3396,9.97,9.91,6,3,8,Vegetarian,Cardio,Remote,Rural
3397,8.43,2.88,4,2,8,Meat-Eater,Cardio,Mixed,Rural
3398,8.6,1.11,2,1,10,Vegan,Cardio,Remote,Suburban
3399,3.24,9.98,8,10,1,Meat-Eater,Yoga/Pilates,Mixed,Rural
3400,6.19,3.53,2,4,7,Meat-Eater,None,Mixed,Rural
3401,1.61,7.01,10,8,1,Pescatarian,None,Mixed,Rural
3402,1.85,2.59,2,9,1,Vegetarian,None,Office,Rural
3403,9.99,6.22,8,4,7,Flexitarian,Cardio,Remote,Rural
3404,3.94,9.14,9,9,1,Meat-Eater,Sports,Office,Suburban
3405,7.73,3.88,4,2,9,Vegan,Sports,Student,Rural
3406,8.26,7.03,5,2,9,Vegan,Sports,Remote,Suburban
3407,8.72,2.69,2,5,2,Vegetarian,Sports,Fieldwork,Rural
3408,9.98,6.62,7,1,7,Vegetarian,Sports,Remote,Suburban
3409,3.17,4.03,2,8,3,Vegetarian,Yoga/Pilates,Office,Urban
3410,1.36,2.9,1,7,3,Vegan,None,Student,Suburban
3411,4.7,3.82,3,9,1,Flexitarian,Cardio,Remote,Rural
3412,2.17,2.61,3,6,1,Vegetarian,None,Fieldwork,Urban
3413,1.2,9.12,8,8,2,Flexitarian,None,Remote,Urban
3414,4.24,4.57,5,8,1,Vegetarian,Cardio,Mixed,Rural
3415,8.05,3.21,4,3,10,Vegan,Sports,Student,Urban
3416,6.1,5.04,7,3,9,Vegan,None,Office,Suburban
3417,3.82,3.88,3,10,1,Vegetarian,None,Fieldwork,Urban
3418,6.89,7.7,9,3,6,Vegetarian,Sports,Fieldwork,Rural
3419,3.09,9.74,6,6,3,Flexitarian,Cardio,Remote,Suburban
3420,1.13,4.94,5,7,5,Flexitarian,None,Fieldwork,Urban
3421,7.88,8.75,10,1,6,Pescatarian,Strength Training,Office,Suburban
3422,6.61,6.09,8,4,9,Meat-Eater,Yoga/Pilates,Remote,Suburban
3423,7.86,2.42,2,5,1,Flexitarian,Cardio,Mixed,Urban
3424,1.35,7.22,8,10,2,Vegan,None,Mixed,Suburban
3425,8.53,5.62,9,4,10,Meat-Eater,Strength Training,Mixed,Urban
3426,6.58,6.86,6,1,6,Meat-Eater,Yoga/Pilates,Office,Suburban
3427,6.07,9.01,9,1,10,Vegan,Strength Training,Student,Suburban
3428,6.62,4.96,1,4,6,Meat-Eater,None,Mixed,Suburban
3429,8.78,9.11,7,3,9,Flexitarian,Cardio,Fieldwork,Suburban
3430,6.28,7.76,6,3,9,Flexitarian,Sports,Office,Suburban
3431,6.23,5.4,7,2,10,Flexitarian,Sports,Office,Urban
3432,9.92,6.43,5,1,8,Pescatarian,Sports,Student,Suburban
3433,7.81,3.93,2,1,8,Pescatarian,Sports,Fieldwork,Urban
3434,4.98,9.85,7,9,2,Vegan,None,Office,Urban
3435,7.37,7.01,7,4,8,Pescatarian,Strength Training,Mixed,Rural
3436,4.5,1.39,2,8,5,Flexitarian,Cardio,Office,Rural
3437,3.06,3.94,3,6,3,Flexitarian,Cardio,Fieldwork,Urban
3438,6.37,6.61,7,1,7,Vegan,Strength Training,Remote,Rural
3439,9.35,1.51,2,5,1,Vegan,Strength Training,Office,Urban
3440,9.36,1.21,3,2,8,Vegan,Sports,Mixed,Urban
3441,4.08,5.05,7,7,5,Pescatarian,Yoga/Pilates,Remote,Rural
3442,5.75,3.99,4,3,10,Meat-Eater,Cardio,Student,Suburban
3443,2.9,4.94,4,6,2,Flexitarian,None,Fieldwork,Suburban
3444,9.96,3.36,1,5,2,Flexitarian,Strength Training,Remote,Urban
3445,9.83,2.48,4,1,9,Flexitarian,Sports,Remote,Urban
3446,6.85,7.2,8,4,9,Pescatarian,None,Office,Suburban
3447,8.24,5.63,5,3,9,Vegetarian,Strength Training,Student,Suburban
3448,7.44,2.8,3,2,6,Meat-Eater,Sports,Office,Suburban
3449,6.34,3.88,3,1,10,Pescatarian,Strength Training,Remote,Urban
3450,1.48,6.33,8,8,4,Vegetarian,None,Mixed,Urban
3451,5.09,1.65,1,2,10,Vegetarian,Sports,Mixed,Suburban
3452,7.07,2.33,3,1,7,Vegetarian,Sports,Student,Suburban
3453,7.1,1.66,5,5,1,Vegetarian,Strength Training,Student,Rural
3454,4.36,8.31,6,8,2,Flexitarian,Cardio,Student,Rural
3455,9.48,7.77,6,1,10,Vegetarian,Cardio,Student,Rural
3456,2.51,7.78,10,7,4,Vegan,None,Remote,Rural
3457,5.5,7.45,6,2,7,Meat-Eater,Cardio,Office,Rural
3458,7.22,7.02,8,5,3,Flexitarian,Cardio,Office,Urban
3459,7.27,5.29,6,3,6,Vegan,Sports,Fieldwork,Urban
3460,6.84,6.78,6,3,10,Vegan,Sports,Mixed,Rural
3461,3.48,1.35,5,6,4,Meat-Eater,Sports,Office,Suburban
3462,2.41,6.59,7,7,2,Flexitarian,None,Mixed,Suburban
3463,6.72,8,9,2,6,Flexitarian,Sports,Remote,Rural
3464,6.39,5.5,8,5,4,Vegetarian,None,Mixed,Suburban
3465,2.61,4.22,2,10,2,Meat-Eater,None,Fieldwork,Suburban
3466,7.35,3.5,3,3,10,Meat-Eater,Strength Training,Office,Urban
3467,5.1,6.79,10,2,8,Flexitarian,Cardio,Mixed,Urban
3468,7.01,7.24,10,1,8,Vegetarian,Cardio,Office,Urban
3469,8.54,8.84,6,4,10,Pescatarian,Strength Training,Fieldwork,Suburban
3470,2.53,4.08,2,6,1,Vegetarian,None,Remote,Suburban
3471,1.17,7.93,10,10,5,Flexitarian,None,Office,Suburban
3472,8.01,6.05,10,1,7,Vegan,Sports,Remote,Urban
3473,6.49,8.95,8,2,6,Meat-Eater,Strength Training,Fieldwork,Urban
3474,7.3,5.75,6,3,8,Vegan,Sports,Student,Rural
3475,8.54,5.66,10,4,7,Pescatarian,Sports,Student,Urban
3476,8.23,6.2,5,3,9,Pescatarian,Strength Training,Student,Urban
3477,9.65,7.74,10,4,9,Pescatarian,Strength Training,Remote,Rural
3478,5.82,9.68,7,4,9,Flexitarian,None,Fieldwork,Urban
3479,5.4,1.66,3,2,8,Vegan,None,Student,Suburban
3480,4.62,1.48,1,7,5,Pescatarian,Strength Training,Fieldwork,Suburban
3481,2.38,9.44,8,10,1,Meat-Eater,None,Mixed,Urban
3482,6.15,5.77,6,5,3,Flexitarian,None,Mixed,Urban
3483,3.49,6.53,6,9,2,Meat-Eater,Yoga/Pilates,Fieldwork,Rural
3484,9.29,5.34,10,5,2,Pescatarian,Cardio,Student,Urban
3485,6.25,1.84,3,2,9,Vegetarian,Sports,Mixed,Rural
3486,6.34,7.91,8,5,1,Vegan,Cardio,Student,Suburban
3487,4.19,7.73,8,9,4,Vegan,Sports,Fieldwork,Suburban
3488,1.47,3.81,4,8,2,Vegetarian,None,Remote,Urban
3489,1.29,3.76,2,6,2,Meat-Eater,None,Student,Rural
3490,4.81,8.54,8,10,5,Vegetarian,Strength Training,Office,Urban
3491,1.76,1.65,1,7,5,Pescatarian,None,Mixed,Suburban
3492,6.46,8.93,9,3,10,Pescatarian,Sports,Office,Suburban
3493,8.93,3.31,4,2,9,Vegan,Sports,Student,Urban
3494,8.95,6.34,9,5,1,Meat-Eater,Sports,Fieldwork,Urban
3495,6.93,9.42,6,4,10,Meat-Eater,Yoga/Pilates,Remote,Rural
3496,2.9,7.1,10,6,3,Pescatarian,None,Fieldwork,Rural
3497,8.77,4.73,4,1,10,Vegan,Strength Training,Office,Rural
3498,8.97,7.21,7,3,9,Meat-Eater,Cardio,Student,Urban
3499,2.77,4.1,2,6,1,Vegetarian,None,Office,Suburban
3500,7.64,3.5,1,4,10,Flexitarian,Sports,Student,Urban
3501,3.58,9.97,5,7,1,Vegetarian,Yoga/Pilates,Student,Urban
3502,8.22,7.76,9,4,8,Vegetarian,Strength Training,Fieldwork,Rural
3503,9.98,6.8,10,3,7,Pescatarian,Cardio,Fieldwork,Rural
3504,1.27,4.2,5,8,1,Vegan,None,Student,Suburban
3505,9.08,1.44,3,1,10,Vegan,Cardio,Mixed,Urban
3506,6.6,1.28,3,4,9,Meat-Eater,Yoga/Pilates,Remote,Urban
3507,9.76,5.99,5,2,9,Flexitarian,Cardio,Student,Urban
3508,5.19,7.86,8,4,9,Vegan,Cardio,Mixed,Rural
3509,8.63,5.84,5,2,9,Vegan,Sports,Mixed,Suburban
3510,1.56,8.57,5,7,1,Vegetarian,None,Mixed,Suburban
3511,4.02,1.3,3,9,4,Vegan,Cardio,Fieldwork,Rural
3512,1.6,4.3,5,10,2,Meat-Eater,None,Remote,Rural
3513,9.78,3.13,3,4,8,Flexitarian,Sports,Office,Rural
3514,8.35,5.03,10,2,6,Pescatarian,Strength Training,Student,Suburban
3515,8.67,1.65,3,3,6,Flexitarian,Cardio,Student,Suburban
3516,9.44,9.59,7,3,9,Pescatarian,Sports,Remote,Suburban
3517,1.77,3.01,1,6,4,Vegan,None,Office,Suburban
3518,4.47,9.3,8,8,1,Vegetarian,Cardio,Office,Suburban
3519,1.64,4.83,1,10,4,Vegan,None,Remote,Rural
3520,2.9,9.87,6,7,4,Pescatarian,None,Remote,Suburban
3521,3.06,5.99,7,9,4,Flexitarian,Sports,Remote,Suburban
3522,5.22,9.38,7,4,9,Meat-Eater,None,Remote,Suburban
3523,3.42,1.05,2,10,4,Vegan,None,Office,Urban
3524,1.91,7.73,7,8,5,Meat-Eater,None,Mixed,Suburban
3525,2.51,9.13,7,7,5,Vegetarian,None,Student,Urban
3526,2.33,2.26,3,8,5,Meat-Eater,None,Office,Suburban
3527,9.76,1.87,2,1,6,Flexitarian,Strength Training,Fieldwork,Suburban
3528,7.83,4.82,1,3,8,Flexitarian,Cardio,Fieldwork,Rural
3529,9.71,9.4,7,1,6,Pescatarian,Cardio,Office,Urban
3530,4.96,5.88,8,9,5,Meat-Eater,Cardio,Mixed,Rural
3531,3.51,5.75,6,7,1,Flexitarian,Sports,Student,Suburban
3532,8.18,2.27,5,1,8,Vegan,Sports,Mixed,Suburban
3533,3.94,1.01,2,8,4,Vegan,Yoga/Pilates,Student,Suburban
3534,3.69,8.29,5,8,2,Vegan,Cardio,Mixed,Rural
3535,3.09,1.79,2,9,5,Flexitarian,Cardio,Office,Rural
3536,2.17,6.7,9,10,5,Flexitarian,None,Remote,Suburban
3537,3.31,9.23,10,10,3,Vegetarian,Strength Training,Mixed,Rural
3538,4.2,2.88,4,8,4,Pescatarian,Cardio,Mixed,Urban
3539,7.07,6.99,9,5,4,Meat-Eater,Sports,Mixed,Suburban
3540,1.56,1.71,2,7,2,Pescatarian,None,Student,Urban
3541,2.89,6.43,9,10,4,Flexitarian,None,Office,Urban
3542,8.28,2.48,2,2,8,Flexitarian,Cardio,Remote,Rural
3543,2.32,7.62,8,8,4,Vegan,None,Student,Rural
3544,4.08,3.71,4,8,3,Vegetarian,Yoga/Pilates,Fieldwork,Urban
3545,8.78,5.17,5,3,10,Meat-Eater,Sports,Office,Urban
3546,2.39,6.39,8,9,5,Meat-Eater,None,Fieldwork,Urban
3547,1.74,2.54,3,10,5,Vegetarian,None,Mixed,Suburban
3548,5.36,7.67,9,1,6,Pescatarian,Strength Training,Mixed,Suburban
3549,3.72,3.72,5,6,5,Vegan,Strength Training,Mixed,Suburban
3550,6.07,6.96,6,3,8,Meat-Eater,None,Remote,Urban
3551,8.23,2.42,4,5,2,Flexitarian,Cardio,Remote,Suburban
3552,2.23,7.19,5,7,4,Vegetarian,None,Student,Rural
3553,6.23,2.15,1,1,10,Flexitarian,Sports,Office,Urban
3554,5.55,4.83,1,3,6,Pescatarian,Strength Training,Office,Rural
3555,2.3,3.22,3,6,1,Flexitarian,None,Fieldwork,Urban
3556,6.62,7.74,8,1,8,Flexitarian,Yoga/Pilates,Remote,Suburban
3557,3.46,3.36,1,6,2,Pescatarian,None,Remote,Rural
3558,5.39,8.94,7,3,10,Vegan,None,Mixed,Rural
3559,1.74,9.03,9,8,5,Vegetarian,None,Office,Urban
3560,5.14,2.77,2,4,6,Vegetarian,Sports,Remote,Rural
3561,3.76,6.52,8,9,3,Vegan,Sports,Student,Rural
3562,8.4,1.79,4,4,6,Flexitarian,Strength Training,Fieldwork,Suburban
3563,1.51,4.52,5,6,1,Vegetarian,None,Mixed,Rural
3564,4.77,7.42,8,10,2,Meat-Eater,Strength Training,Office,Rural
3565,5.13,6.93,10,3,8,Vegetarian,Cardio,Fieldwork,Suburban
3566,7.53,6.62,10,4,7,Flexitarian,Strength Training,Remote,Urban
3567,6.17,3.54,4,5,3,Flexitarian,None,Fieldwork,Urban
3568,7,4.4,4,4,10,Vegan,Yoga/Pilates,Office,Suburban
3569,7.99,1.93,4,4,9,Flexitarian,Strength Training,Student,Urban
3570,8.76,7.47,7,5,4,Vegan,Cardio,Office,Urban
3571,3.82,5.53,10,9,3,Flexitarian,None,Mixed,Suburban
3572,5.84,7.38,7,1,9,Meat-Eater,Strength Training,Remote,Urban
3573,8.56,3.24,2,1,6,Meat-Eater,Strength Training,Student,Suburban
3574,9.91,3.92,4,1,10,Pescatarian,Sports,Fieldwork,Rural
3575,9.01,4.01,5,2,10,Vegetarian,Sports,Remote,Rural
3576,4.34,1.23,1,9,4,Vegetarian,Yoga/Pilates,Fieldwork,Suburban
3577,2.76,4.07,2,7,3,Flexitarian,None,Remote,Urban
3578,5.4,8.23,5,3,6,Pescatarian,Yoga/Pilates,Student,Rural
3579,7.67,9.08,5,5,3,Vegetarian,Sports,Fieldwork,Rural
3580,5.43,5.66,8,3,9,Flexitarian,Strength Training,Fieldwork,Urban
3581,5.35,5.1,9,2,10,Flexitarian,Sports,Remote,Urban
3582,8.54,1.28,1,1,10,Pescatarian,Cardio,Office,Urban
3583,4.25,8.91,10,9,3,Meat-Eater,Cardio,Office,Rural
3584,8.74,1.12,1,4,7,Pescatarian,Strength Training,Student,Suburban
3585,4.66,9.5,6,6,3,Vegan,None,Student,Suburban
3586,3.95,5.4,9,9,2,Vegetarian,Strength Training,Fieldwork,Rural
3587,5.09,4.08,5,5,3,Flexitarian,Strength Training,Student,Rural
3588,7.86,9.32,5,5,2,Vegan,Sports,Student,Urban
3589,2.13,1.22,5,10,2,Meat-Eater,None,Office,Suburban
3590,2.77,6.23,6,8,2,Flexitarian,None,Mixed,Urban
3591,9.56,5.94,6,1,7,Vegan,Cardio,Fieldwork,Suburban
3592,2.58,2.97,2,10,1,Pescatarian,None,Remote,Rural
3593,6.11,4.86,4,2,7,Pescatarian,Yoga/Pilates,Student,Suburban
3594,6.21,6.87,5,5,2,Vegan,Yoga/Pilates,Office,Urban
3595,5.41,7.54,9,3,10,Pescatarian,Sports,Mixed,Suburban
3596,6.8,1.01,2,2,6,Flexitarian,Sports,Remote,Rural
3597,3.07,9.43,5,6,2,Vegan,Sports,Office,Urban
3598,5.97,2.48,1,1,9,Flexitarian,Cardio,Remote,Rural
3599,4.35,3.1,4,10,1,Flexitarian,Cardio,Student,Rural
3600,6.96,3.37,5,2,10,Vegan,Cardio,Mixed,Suburban
3601,2.27,1.34,5,7,3,Meat-Eater,None,Remote,Rural
3602,6.14,2.11,2,5,5,Vegan,Strength Training,Mixed,Urban
3603,2.67,9.88,6,10,5,Vegetarian,None,Student,Suburban
3604,3.51,3.84,1,9,1,Pescatarian,Yoga/Pilates,Remote,Urban
3605,2.97,2.04,5,9,1,Meat-Eater,None,Remote,Rural
3606,2.65,1.96,5,10,4,Vegan,None,Student,Suburban
3607,8.43,7.48,10,3,9,Vegan,Cardio,Fieldwork,Urban
3608,3.57,8.69,6,9,1,Flexitarian,None,Remote,Urban
3609,9.34,3.31,3,5,1,Meat-Eater,Cardio,Student,Suburban
3610,9.73,1.19,1,2,6,Vegan,Sports,Office,Urban
3611,6.14,3.01,5,4,8,Flexitarian,Strength Training,Remote,Rural
3612,2.29,1.51,4,8,5,Vegan,None,Mixed,Urban
3613,4.37,1.93,4,6,4,Vegetarian,Yoga/Pilates,Fieldwork,Urban
3614,8.18,4.88,3,2,9,Meat-Eater,Sports,Remote,Suburban
3615,4.31,3.07,2,8,2,Vegetarian,Cardio,Office,Suburban
3616,1.78,5.64,6,8,3,Flexitarian,None,Remote,Rural
3617,6.01,3.28,2,3,6,Vegan,Sports,Remote,Suburban
3618,8.61,9.46,10,2,6,Pescatarian,Sports,Remote,Urban
3619,8.16,9.15,8,3,8,Flexitarian,Strength Training,Fieldwork,Rural
3620,2.58,6.1,6,6,4,Pescatarian,None,Office,Urban
3621,7.05,4.19,4,4,6,Pescatarian,Cardio,Student,Urban
3622,2.98,4.43,3,7,2,Vegan,None,Student,Urban
3623,2.96,4.71,1,8,4,Pescatarian,None,Office,Urban
3624,8.87,7.55,10,5,5,Meat-Eater,Sports,Fieldwork,Suburban
3625,3.25,5.06,9,9,3,Meat-Eater,None,Student,Rural
3626,3.37,8.71,7,7,4,Meat-Eater,Sports,Remote,Rural
3627,1.01,9.5,8,10,5,Vegetarian,None,Remote,Rural
3628,8.84,4.02,3,5,2,Vegetarian,Strength Training,Fieldwork,Suburban
3629,8.13,6.05,9,3,8,Vegetarian,Cardio,Student,Rural
3630,6.65,1.86,1,2,6,Vegetarian,None,Student,Suburban
3631,7.75,2.8,5,3,6,Flexitarian,Cardio,Office,Rural
3632,2.37,4.72,4,6,5,Vegetarian,None,Office,Rural
3633,5.12,2.86,5,5,4,Flexitarian,None,Fieldwork,Suburban
3634,4.16,8.89,7,6,2,Flexitarian,None,Office,Urban
3635,1.84,2.42,2,8,5,Pescatarian,None,Remote,Urban
3636,5.38,5.1,7,4,7,Meat-Eater,Strength Training,Fieldwork,Suburban
3637,9.29,6.45,8,5,2,Vegetarian,Strength Training,Mixed,Suburban
3638,1.36,7.23,5,9,2,Flexitarian,None,Office,Rural
3639,3.62,4.45,5,7,3,Vegan,None,Remote,Rural
3640,2.87,8.82,5,10,5,Vegetarian,None,Mixed,Rural
3641,3.14,6.11,8,6,3,Vegan,Cardio,Student,Urban
3642,9.18,4.96,5,4,9,Pescatarian,Sports,Mixed,Urban
3643,5.21,1.61,3,2,9,Meat-Eater,Cardio,Fieldwork,Rural
3644,5.2,5.18,7,5,1,Flexitarian,Sports,Fieldwork,Rural
3645,7.85,8.39,8,2,6,Vegetarian,Cardio,Office,Urban
3646,2.39,6.53,10,6,1,Vegetarian,None,Student,Urban
3647,5.39,8.49,9,5,4,Vegetarian,None,Fieldwork,Rural
3648,4.87,5.45,10,7,2,Meat-Eater,Yoga/Pilates,Fieldwork,Suburban
3649,6.37,2.07,3,3,7,Pescatarian,None,Remote,Suburban
3650,10,1.12,4,5,5,Meat-Eater,Sports,Student,Suburban
3651,7.93,3.73,4,5,4,Vegetarian,Cardio,Office,Urban
3652,4.58,7.28,10,10,1,Vegan,Sports,Mixed,Suburban
3653,8.45,8.11,5,5,4,Vegan,Cardio,Mixed,Suburban
3654,2.54,3.66,3,8,2,Vegetarian,None,Student,Suburban
3655,1.27,5.46,9,6,2,Vegan,None,Mixed,Urban
3656,2.84,4.79,3,8,3,Meat-Eater,None,Fieldwork,Urban
3657,4.06,4.69,3,8,3,Vegetarian,Strength Training,Fieldwork,Suburban
3658,5.6,3.08,3,2,10,Pescatarian,Yoga/Pilates,Mixed,Suburban
3659,6.54,2.23,4,4,9,Meat-Eater,Cardio,Mixed,Suburban
3660,9.2,2.77,2,4,8,Pescatarian,Cardio,Fieldwork,Urban
3661,5.59,1.5,2,2,8,Vegetarian,Yoga/Pilates,Student,Rural
3662,5.51,2.78,1,3,9,Flexitarian,Sports,Student,Suburban
3663,1.45,1.08,3,7,2,Vegan,None,Student,Suburban
3664,1.31,6.65,6,10,5,Flexitarian,None,Office,Suburban
3665,5.96,3.85,1,2,10,Vegan,Sports,Student,Urban
3666,4.94,9.76,8,7,5,Flexitarian,None,Office,Urban
3667,8.55,2.74,3,5,3,Vegetarian,Strength Training,Mixed,Suburban
3668,2.45,4.11,5,9,2,Meat-Eater,None,Student,Urban
3669,1.22,4.22,4,10,5,Pescatarian,None,Student,Suburban
3670,5.04,1.08,1,1,9,Pescatarian,Yoga/Pilates,Office,Rural
3671,3.14,8.55,8,7,5,Vegan,Yoga/Pilates,Student,Rural
3672,1.45,1.29,5,7,1,Pescatarian,None,Fieldwork,Suburban
3673,7.52,9.46,8,4,7,Pescatarian,Cardio,Student,Suburban
3674,2,9.03,5,8,1,Flexitarian,None,Remote,Urban
3675,6.47,5.82,9,5,2,Vegetarian,Strength Training,Student,Urban
3676,3.53,5.89,9,8,4,Vegetarian,Yoga/Pilates,Office,Urban
3677,2.56,6.88,8,6,3,Vegan,None,Fieldwork,Urban
3678,4.42,4.48,5,10,3,Flexitarian,Yoga/Pilates,Remote,Suburban
3679,8.21,6.83,8,1,7,Pescatarian,Sports,Student,Urban
3680,4.53,1.4,3,6,5,Vegetarian,None,Student,Suburban
3681,7.76,1.49,5,1,6,Vegetarian,Strength Training,Mixed,Urban
3682,2.13,5.12,8,10,4,Pescatarian,None,Remote,Suburban
3683,7.95,5.95,7,5,5,Vegan,Strength Training,Remote,Rural
3684,3.13,8.99,9,9,3,Flexitarian,Cardio,Office,Rural
3685,7.1,1.94,3,2,10,Pescatarian,Sports,Remote,Suburban
3686,6.09,8.4,10,3,6,Vegetarian,Sports,Remote,Rural
3687,9.36,2.89,5,3,8,Vegetarian,Sports,Office,Suburban
3688,4.49,4.55,1,6,2,Vegetarian,Sports,Office,Suburban
3689,1.6,3.85,1,10,4,Vegetarian,None,Office,Urban
3690,1.17,4.6,4,10,4,Vegetarian,None,Mixed,Suburban
3691,8.44,2.35,2,1,8,Pescatarian,Strength Training,Mixed,Rural
3692,5.72,5.53,10,2,7,Vegan,Yoga/Pilates,Remote,Urban
3693,7.98,8.21,10,3,6,Vegetarian,Strength Training,Office,Rural
3694,3.11,4.97,1,9,4,Vegan,None,Student,Suburban
3695,4.11,5.42,10,7,3,Vegan,Strength Training,Mixed,Suburban
3696,1.27,8.64,6,10,4,Meat-Eater,None,Mixed,Rural
3697,9.65,7.35,7,1,7,Flexitarian,Sports,Office,Urban
3698,7.01,5.41,7,3,6,Vegetarian,Strength Training,Fieldwork,Rural
3699,9.4,3.32,2,1,7,Flexitarian,Cardio,Mixed,Suburban
3700,3.39,8.96,10,10,5,Vegan,Yoga/Pilates,Student,Suburban
3701,6.5,6.19,10,1,7,Vegan,Sports,Student,Suburban
3702,7.11,2.99,4,3,7,Meat-Eater,Strength Training,Office,Urban
3703,3.86,3.42,5,6,4,Vegan,Yoga/Pilates,Office,Urban
3704,8.63,8.23,6,3,7,Vegetarian,Cardio,Office,Rural
3705,9.52,1.4,2,1,8,Vegan,Cardio,Mixed,Suburban
3706,8.96,9.93,6,1,9,Vegan,Sports,Fieldwork,Urban
3707,7.65,2.17,2,3,9,Vegetarian,Strength Training,Office,Urban
3708,3.5,8.16,6,6,5,Vegan,Sports,Mixed,Rural
3709,3.53,4.55,4,7,3,Flexitarian,Strength Training,Remote,Suburban
3710,9.67,5.43,5,4,7,Pescatarian,Cardio,Office,Rural
3711,1.09,8.93,10,7,5,Flexitarian,None,Mixed,Rural
3712,7.44,4.72,5,4,8,Pescatarian,Strength Training,Fieldwork,Urban
3713,7.36,5.84,5,2,10,Meat-Eater,Cardio,Student,Rural
3714,6.6,1.44,2,4,6,Pescatarian,Cardio,Student,Suburban
3715,9.91,1.02,1,1,7,Vegetarian,Sports,Remote,Rural
3716,3.81,3.2,4,8,5,Flexitarian,Strength Training,Fieldwork,Rural
3717,4.06,7.13,7,8,1,Vegetarian,Strength Training,Fieldwork,Suburban
3718,1.71,2.09,1,10,2,Flexitarian,None,Office,Rural
3719,4.99,2.02,5,9,5,Flexitarian,Sports,Remote,Rural
3720,3.35,4.7,4,10,5,Flexitarian,None,Mixed,Suburban
3721,4.09,6.83,7,10,5,Pescatarian,Cardio,Remote,Rural
3722,8.51,7.41,8,4,10,Pescatarian,Sports,Remote,Urban
3723,9.42,2.61,2,3,9,Flexitarian,Sports,Mixed,Suburban
3724,2.67,1.72,3,9,5,Flexitarian,None,Mixed,Suburban
3725,4.35,9.46,9,6,4,Vegan,Yoga/Pilates,Office,Urban
3726,9.36,3.35,3,5,4,Pescatarian,Cardio,Mixed,Suburban
3727,1.56,8.68,9,10,1,Pescatarian,None,Fieldwork,Urban
3728,1.83,8.77,6,9,2,Pescatarian,None,Office,Rural
3729,2.47,7.95,9,10,4,Flexitarian,None,Fieldwork,Rural
3730,6.36,2.52,4,3,8,Vegetarian,Strength Training,Office,Urban
3731,2.35,8.4,5,10,4,Pescatarian,None,Office,Rural
3732,9.71,7.92,8,4,8,Pescatarian,Sports,Student,Rural
3733,5.02,6.37,10,3,6,Meat-Eater,Cardio,Fieldwork,Urban
3734,5.51,4.03,4,3,8,Meat-Eater,Yoga/Pilates,Fieldwork,Suburban
3735,3.22,3.36,3,10,1,Meat-Eater,Sports,Fieldwork,Rural
3736,5.24,2.1,2,4,6,Flexitarian,None,Office,Rural
3737,6.96,5.59,10,5,1,Vegan,Strength Training,Remote,Suburban
3738,7.76,6.27,10,1,8,Vegetarian,Strength Training,Office,Rural
3739,7.78,4.23,1,1,8,Vegan,Cardio,Student,Urban
3740,6.2,5.28,9,3,6,Vegetarian,Sports,Mixed,Suburban
3741,9.14,4.27,3,5,1,Vegan,Sports,Student,Suburban
3742,8.36,6.77,6,1,7,Vegetarian,Cardio,Remote,Urban
3743,7.81,9.11,5,2,6,Pescatarian,Cardio,Mixed,Rural
3744,1.5,2.48,4,6,5,Flexitarian,None,Mixed,Urban
3745,1.06,4.43,2,10,2,Vegan,None,Student,Suburban
3746,2.91,2.27,2,10,2,Vegetarian,None,Student,Rural
3747,6.97,6.62,6,1,7,Meat-Eater,Cardio,Office,Suburban
3748,4.7,7.56,8,10,5,Pescatarian,Yoga/Pilates,Office,Urban
3749,4.62,9.39,9,10,2,Pescatarian,Cardio,Remote,Rural
3750,8.96,3.51,3,2,7,Flexitarian,Cardio,Office,Rural
